TITLE "<<SE_Leu_0001>> Voyager Spec #1[BP = 926.6, 3124]" 
TYPE MASSSPEC
899.973681	116.029
900.014696	67.0239
900.055711	64.0684
900.096728	70.0748
900.137745	80.0854
900.178764	75.0324
900.219783	77.0346
900.260803	72.0769
900.301824	39.0893
900.342846	72.0769
900.383869	88.094
900.424893	116.029
900.465918	59.0154
900.506944	100.011
900.547970	85.0431
900.588998	62.0662
900.630027	80.0854
900.671056	67.0239
900.712087	59.0154
900.753118	61.9709
900.794150	79.9901
900.835184	70.0748
900.876218	98.0093
900.917253	108.02
900.958289	57.0132
900.999326	87.9987
901.040364	85.0431
901.081403	67.0239
901.122442	95.0538
901.163483	82.0876
901.204525	90.0008
901.245567	75.0324
901.286611	64.0684
901.327655	82.0876
901.368701	93.0517
901.409747	70.0748
901.450795	75.0324
901.491843	85.0431
901.532892	98.0093
901.573942	93.0517
901.614993	82.0876
901.656045	70.0748
901.697098	90.0008
901.738152	75.0324
901.779206	72.0769
901.820262	80.0854
901.861319	85.0431
901.902376	62.0662
901.943435	62.0662
901.984494	62.0662
902.025554	82.0876
902.066616	85.0431
902.107678	82.0876
902.148741	59.0153
902.189805	57.0132
902.230870	71.9816
902.271936	57.0132
902.313003	61.9709
902.354071	63.973
902.395140	63.973
902.436209	59.0153
902.477280	79.9901
902.518352	98.0093
902.559424	80.0854
902.600498	64.0684
902.641572	41.0915
902.682647	80.0854
902.723724	64.0684
902.764801	64.0684
902.805879	80.0854
902.846958	98.0093
902.888038	80.0854
902.929119	70.0748
902.970201	88.094
903.011283	82.0876
903.052367	100.011
903.093452	41.0915
903.134537	88.094
903.175624	57.0132
903.216711	81.9922
903.257800	70.0748
903.298889	95.0538
903.339979	93.0517
903.381071	44.047
903.422163	72.0769
903.463256	95.0538
903.504350	67.0239
903.545445	100.011
903.586541	72.0769
903.627637	111.071
903.668735	113.073
903.709834	93.0517
903.750933	67.0239
903.792034	95.0538
903.833135	57.0132
903.874238	57.0132
903.915341	69.9794
903.956446	64.0683
903.997551	70.0748
904.038657	67.0239
904.079764	79.9901
904.120872	57.0132
904.161981	63.973
904.203091	54.0577
904.244202	93.0517
904.285313	77.0346
904.326426	52.0555
904.367540	62.0662
904.408654	62.0662
904.449770	70.0748
904.490886	75.0324
904.532004	64.0684
904.573122	70.0748
904.614241	54.0577
904.655361	85.0431
904.696482	57.0132
904.737604	54.0577
904.778727	39.0893
904.819851	72.0769
904.860976	70.0748
904.902102	54.0577
904.943229	62.0662
904.984356	62.0662
905.025485	98.0093
905.066614	72.0769
905.107745	123.084
905.148876	77.0346
905.190009	57.0132
905.231142	79.9901
905.272276	52.0555
905.313411	62.0662
905.354547	82.0876
905.395684	113.073
905.436822	49.0047
905.477961	75.0324
905.519101	70.0748
905.560241	90.0008
905.601383	59.0153
905.642526	81.9922
905.683669	52.0555
905.724814	52.0555
905.765959	85.0431
905.807105	70.0748
905.848253	36.0384
905.889401	81.9922
905.930550	118.031
905.971700	64.0684
906.012851	57.0132
906.054003	108.02
906.095156	62.0662
906.136310	75.0324
906.177465	44.047
906.218620	70.0748
906.259777	67.0239
906.300934	75.0324
906.342093	54.0577
906.383252	57.0132
906.424413	57.0132
906.465574	85.0431
906.506736	105.064
906.547899	113.073
906.589063	54.0577
906.630228	72.0769
906.671394	70.0748
906.712561	116.029
906.753729	75.0324
906.794898	77.0346
906.836068	72.0769
906.877238	41.0915
906.918410	49.0047
906.959582	75.0324
907.000756	70.0748
907.041930	80.0854
907.083105	57.0132
907.124282	110.976
907.165459	82.0876
907.206637	77.0346
907.247816	85.0431
907.288996	70.0748
907.330177	67.0239
907.371359	62.0662
907.412541	75.0324
907.453725	100.011
907.494910	59.0153
907.536095	59.0153
907.577282	79.9901
907.618469	52.0555
907.659658	52.0555
907.700847	72.0769
907.742037	85.0431
907.783229	93.0517
907.824421	80.0854
907.865614	88.094
907.906808	59.0153
907.948003	75.0324
907.989199	75.0324
908.030395	95.0538
908.071593	57.0132
908.112792	77.0346
908.153991	64.0683
908.195192	64.0683
908.236393	52.0555
