Datafile FullScanSumBP FullScanMaxBP ZoomScanSumBP ZoomScanMaxBP SumTIC MaxTIC
040.892.892.1.dta 3283612 3283612 0 0 205046 205046
040.894.894.1.dta 6100379 6100379 0 0 10576214 10576214
040.895.895.2.dta 3224609 3224609 0 0 597171 597171
040.895.895.3.dta 3224609 3224609 0 0 597171 597171
040.896.896.2.dta 2931409 2931409 0 0 2123982 2123982
040.896.896.3.dta 2931409 2931409 0 0 2123982 2123982
040.898.898.2.dta 3387019 3387019 0 0 4081605 4081605
040.898.898.3.dta 3387019 3387019 0 0 4081605 4081605
040.899.899.2.dta 2589545 2589545 0 0 5338638 5338638
040.899.899.3.dta 2589545 2589545 0 0 5338638 5338638
040.900.900.1.dta 2385488 2385488 0 0 1964152 1964152
040.902.902.2.dta 3236569 3236569 0 0 6876264 6876264
040.902.902.3.dta 3236569 3236569 0 0 6876264 6876264
040.903.903.2.dta 2816793 2816793 0 0 5090802 5090802
040.903.903.3.dta 2816793 2816793 0 0 5090802 5090802
040.904.904.2.dta 2786563 2786563 0 0 1726617 1726617
040.904.904.3.dta 2786563 2786563 0 0 1726617 1726617
040.906.906.2.dta 2344039 2344039 0 0 6677602 6677602
040.906.906.3.dta 2344039 2344039 0 0 6677602 6677602
040.907.907.2.dta 2166523 2166523 0 0 611338 611338
040.907.907.3.dta 2166523 2166523 0 0 611338 611338
040.908.908.2.dta 2127606 2127606 0 0 1721493 1721493
040.908.908.3.dta 2127606 2127606 0 0 1721493 1721493
040.910.910.2.dta 1464065 1464065 0 0 269770 269770
040.910.910.3.dta 1464065 1464065 0 0 269770 269770
040.911.911.2.dta 1366857 1366857 0 0 27344384 27344384
040.911.911.3.dta 1366857 1366857 0 0 27344384 27344384
040.912.912.2.dta 1361302 1361302 0 0 1001192 1001192
040.912.912.3.dta 1361302 1361302 0 0 1001192 1001192
040.914.914.2.dta 11641900 11641900 0 0 22070352 22070352
040.914.914.3.dta 11641900 11641900 0 0 22070352 22070352
040.915.915.2.dta 3034717 3034717 0 0 4943020 4943020
040.915.915.3.dta 3034717 3034717 0 0 4943020 4943020
040.916.916.2.dta 2179030 2179030 0 0 3589654 3589654
040.916.916.3.dta 2179030 2179030 0 0 3589654 3589654
040.918.918.2.dta 2751805 2751805 0 0 899310 899310
040.918.918.3.dta 2751805 2751805 0 0 899310 899310
040.919.919.2.dta 2566145 2566145 0 0 168661 168661
040.919.919.3.dta 2566145 2566145 0 0 168661 168661
040.920.920.2.dta 2565170 2565170 0 0 1537614 1537614
040.920.920.3.dta 2565170 2565170 0 0 1537614 1537614
040.922.922.2.dta 3401354 3401354 0 0 2034151 2034151
040.922.922.3.dta 3401354 3401354 0 0 2034151 2034151
040.923.923.2.dta 3232787 3232787 0 0 1718452 1718452
040.923.923.3.dta 3232787 3232787 0 0 1718452 1718452
040.924.926.2.dta 7170502 4043729 0 0 7539014 3888576
040.924.926.3.dta 7170502 4043729 0 0 7539014 3888576
040.927.927.2.dta 3091984 3091984 0 0 302741 302741
040.927.927.3.dta 3091984 3091984 0 0 302741 302741
040.928.928.2.dta 3021515 3021515 0 0 6738434 6738434
040.928.928.3.dta 3021515 3021515 0 0 6738434 6738434
040.930.930.2.dta 4215738 4215738 0 0 4822963 4822963
040.930.930.3.dta 4215738 4215738 0 0 4822963 4822963
040.931.931.2.dta 4124720 4124720 0 0 28116526 28116526
040.931.931.3.dta 4124720 4124720 0 0 28116526 28116526
040.932.932.2.dta 2741201 2741201 0 0 7716450 7716450
040.932.932.3.dta 2741201 2741201 0 0 7716450 7716450
040.934.934.2.dta 12116776 12116776 0 0 24002220 24002220
040.934.934.3.dta 12116776 12116776 0 0 24002220 24002220
040.935.935.2.dta 4272377 4272377 0 0 710430 710430
040.935.935.3.dta 4272377 4272377 0 0 710430 710430
040.936.936.2.dta 3138128 3138128 0 0 3223853 3223853
040.936.936.3.dta 3138128 3138128 0 0 3223853 3223853
040.938.938.2.dta 2089177 2089177 0 0 1056961 1056961
040.938.938.3.dta 2089177 2089177 0 0 1056961 1056961
040.939.939.2.dta 1947762 1947762 0 0 1658550 1658550
040.939.939.3.dta 1947762 1947762 0 0 1658550 1658550
040.940.940.2.dta 1896745 1896745 0 0 1090656 1090656
040.940.940.3.dta 1896745 1896745 0 0 1090656 1090656
040.942.942.2.dta 5087884 5087884 0 0 6046173 6046173
040.942.942.3.dta 5087884 5087884 0 0 6046173 6046173
040.943.943.2.dta 4002671 4002671 0 0 974481 974481
040.943.943.3.dta 4002671 4002671 0 0 974481 974481
040.944.944.2.dta 3766066 3766066 0 0 1150246 1150246
040.944.944.3.dta 3766066 3766066 0 0 1150246 1150246
040.946.946.2.dta 2402108 2402108 0 0 1454056 1454056
040.946.946.3.dta 2402108 2402108 0 0 1454056 1454056
040.947.947.1.dta 1882159 1882159 0 0 3054350 3054350
040.948.948.2.dta 1848130 1848130 0 0 1601602 1601602
040.948.948.3.dta 1848130 1848130 0 0 1601602 1601602
040.950.950.2.dta 3327176 3327176 0 0 840072 840072
040.950.950.3.dta 3327176 3327176 0 0 840072 840072
040.951.951.2.dta 2421460 2421460 0 0 443207 443207
040.951.951.3.dta 2421460 2421460 0 0 443207 443207
040.952.952.2.dta 2396870 2396870 0 0 1180911 1180911
040.952.952.3.dta 2396870 2396870 0 0 1180911 1180911
040.954.954.2.dta 1812801 1812801 0 0 3263332 3263332
040.954.954.3.dta 1812801 1812801 0 0 3263332 3263332
040.955.955.2.dta 1752242 1752242 0 0 1551229 1551229
040.955.955.3.dta 1752242 1752242 0 0 1551229 1551229
040.956.956.2.dta 1336964 1336964 0 0 7224444 7224444
040.956.956.3.dta 1336964 1336964 0 0 7224444 7224444
040.958.958.2.dta 4612726 4612726 0 0 2560511 2560511
040.958.958.3.dta 4612726 4612726 0 0 2560511 2560511
040.959.959.1.dta 3237400 3237400 0 0 3026394 3026394
040.960.960.2.dta 2792891 2792891 0 0 6534605 6534605
040.960.960.3.dta 2792891 2792891 0 0 6534605 6534605
040.962.962.2.dta 3125456 3125456 0 0 10169934 10169934
040.962.962.3.dta 3125456 3125456 0 0 10169934 10169934
040.963.963.2.dta 2733028 2733028 0 0 867697 867697
040.963.963.3.dta 2733028 2733028 0 0 867697 867697
040.964.964.2.dta 2446413 2446413 0 0 754178 754178
040.964.964.3.dta 2446413 2446413 0 0 754178 754178
040.966.966.2.dta 3308627 3308627 0 0 17898092 17898092
040.966.966.3.dta 3308627 3308627 0 0 17898092 17898092
040.967.967.2.dta 2361614 2361614 0 0 2217794 2217794
040.967.967.3.dta 2361614 2361614 0 0 2217794 2217794
040.968.968.2.dta 2335376 2335376 0 0 1793420 1793420
040.968.968.3.dta 2335376 2335376 0 0 1793420 1793420
040.970.970.2.dta 2002306 2002306 0 0 599792 599792
040.970.970.3.dta 2002306 2002306 0 0 599792 599792
040.971.971.2.dta 1970532 1970532 0 0 2176091 2176091
040.971.971.3.dta 1970532 1970532 0 0 2176091 2176091
040.972.972.2.dta 1940328 1940328 0 0 1431389 1431389
040.972.972.3.dta 1940328 1940328 0 0 1431389 1431389
040.974.974.2.dta 1724958 1724958 0 0 1106045 1106045
040.974.974.3.dta 1724958 1724958 0 0 1106045 1106045
040.975.975.2.dta 1532442 1532442 0 0 932590 932590
040.975.975.3.dta 1532442 1532442 0 0 932590 932590
040.976.976.2.dta 1481570 1481570 0 0 2386416 2386416
040.976.976.3.dta 1481570 1481570 0 0 2386416 2386416
040.978.978.2.dta 2992207 2992207 0 0 2116964 2116964
040.978.978.3.dta 2992207 2992207 0 0 2116964 2116964
040.979.979.2.dta 2852193 2852193 0 0 2431489 2431489
040.979.979.3.dta 2852193 2852193 0 0 2431489 2431489
040.980.980.2.dta 2290903 2290903 0 0 1469563 1469563
040.980.980.3.dta 2290903 2290903 0 0 1469563 1469563
040.982.982.2.dta 2062450 2062450 0 0 2081086 2081086
040.982.982.3.dta 2062450 2062450 0 0 2081086 2081086
040.983.983.2.dta 2026812 2026812 0 0 1294790 1294790
040.983.983.3.dta 2026812 2026812 0 0 1294790 1294790
040.984.984.2.dta 1943249 1943249 0 0 3749888 3749888
040.984.984.3.dta 1943249 1943249 0 0 3749888 3749888
040.986.986.2.dta 3041380 3041380 0 0 1608246 1608246
040.986.986.3.dta 3041380 3041380 0 0 1608246 1608246
040.987.987.2.dta 2220613 2220613 0 0 932517 932517
040.987.987.3.dta 2220613 2220613 0 0 932517 932517
040.988.988.2.dta 2212926 2212926 0 0 988701 988701
040.988.988.3.dta 2212926 2212926 0 0 988701 988701
040.990.990.2.dta 5513336 5513336 0 0 11645830 11645830
040.990.990.3.dta 5513336 5513336 0 0 11645830 11645830
040.991.991.2.dta 3090297 3090297 0 0 3900094 3900094
040.991.991.3.dta 3090297 3090297 0 0 3900094 3900094
040.992.992.2.dta 3047715 3047715 0 0 2824194 2824194
040.992.992.3.dta 3047715 3047715 0 0 2824194 2824194
040.994.994.2.dta 11238718 11238718 0 0 8885068 8885068
040.994.994.3.dta 11238718 11238718 0 0 8885068 8885068
040.995.995.2.dta 3673251 3673251 0 0 4299926 4299926
040.995.995.3.dta 3673251 3673251 0 0 4299926 4299926
040.996.996.2.dta 2908639 2908639 0 0 3652566 3652566
040.996.996.3.dta 2908639 2908639 0 0 3652566 3652566
040.998.998.2.dta 1916253 1916253 0 0 1333711 1333711
040.998.998.3.dta 1916253 1916253 0 0 1333711 1333711
040.999.999.2.dta 1721783 1721783 0 0 5748844 5748844
040.999.999.3.dta 1721783 1721783 0 0 5748844 5748844
040.1000.1000.2.dta 1611648 1611648 0 0 741864 741864
040.1000.1000.3.dta 1611648 1611648 0 0 741864 741864
040.1002.1002.2.dta 4307762 4307762 0 0 8818012 8818012
040.1002.1002.3.dta 4307762 4307762 0 0 8818012 8818012
040.1003.1003.2.dta 3595005 3595005 0 0 2691050 2691050
040.1003.1003.3.dta 3595005 3595005 0 0 2691050 2691050
040.1004.1004.2.dta 2724990 2724990 0 0 4498788 4498788
040.1004.1004.3.dta 2724990 2724990 0 0 4498788 4498788
040.1006.1006.2.dta 5903386 5903386 0 0 12483739 12483739
040.1006.1006.3.dta 5903386 5903386 0 0 12483739 12483739
040.1007.1007.2.dta 3327672 3327672 0 0 5324765 5324765
040.1007.1007.3.dta 3327672 3327672 0 0 5324765 5324765
040.1008.1008.2.dta 3181656 3181656 0 0 3341275 3341275
040.1008.1008.3.dta 3181656 3181656 0 0 3341275 3341275
040.1010.1010.2.dta 10303404 10303404 0 0 14095182 14095182
040.1010.1010.3.dta 10303404 10303404 0 0 14095182 14095182
040.1011.1011.2.dta 4024051 4024051 0 0 5133309 5133309
040.1011.1011.3.dta 4024051 4024051 0 0 5133309 5133309
040.1012.1012.2.dta 2516047 2516047 0 0 1957388 1957388
040.1012.1012.3.dta 2516047 2516047 0 0 1957388 1957388
040.1014.1014.2.dta 2607321 2607321 0 0 16890268 16890268
040.1014.1014.3.dta 2607321 2607321 0 0 16890268 16890268
040.1015.1015.2.dta 2334107 2334107 0 0 3653905 3653905
040.1015.1015.3.dta 2334107 2334107 0 0 3653905 3653905
040.1016.1016.2.dta 2216974 2216974 0 0 8976291 8976291
040.1016.1016.3.dta 2216974 2216974 0 0 8976291 8976291
040.1018.1018.2.dta 4109171 4109171 0 0 16326680 16326680
040.1018.1018.3.dta 4109171 4109171 0 0 16326680 16326680
040.1019.1019.2.dta 3062543 3062543 0 0 10598907 10598907
040.1019.1019.3.dta 3062543 3062543 0 0 10598907 10598907
040.1020.1020.2.dta 2970120 2970120 0 0 1199514 1199514
040.1020.1020.3.dta 2970120 2970120 0 0 1199514 1199514
040.1022.1022.1.dta 6695395 6695395 0 0 12796769 12796769
040.1023.1023.2.dta 6515413 6515413 0 0 9476524 9476524
040.1023.1023.3.dta 6515413 6515413 0 0 9476524 9476524
040.1024.1024.2.dta 4459816 4459816 0 0 18952074 18952074
040.1024.1024.3.dta 4459816 4459816 0 0 18952074 18952074
040.1026.1026.1.dta 10398504 10398504 0 0 13253364 13253364
040.1027.1027.2.dta 7479924 7479924 0 0 13821203 13821203
040.1027.1027.3.dta 7479924 7479924 0 0 13821203 13821203
040.1028.1028.2.dta 3600737 3600737 0 0 19102032 19102032
040.1028.1028.3.dta 3600737 3600737 0 0 19102032 19102032
040.1030.1030.2.dta 4043825 4043825 0 0 5211532 5211532
040.1030.1030.3.dta 4043825 4043825 0 0 5211532 5211532
040.1031.1031.2.dta 2991628 2991628 0 0 2200272 2200272
040.1031.1031.3.dta 2991628 2991628 0 0 2200272 2200272
040.1032.1032.1.dta 2671333 2671333 0 0 3168192 3168192
040.1034.1034.2.dta 3639937 3639937 0 0 6654550 6654550
040.1034.1034.3.dta 3639937 3639937 0 0 6654550 6654550
040.1035.1035.2.dta 3362758 3362758 0 0 6340778 6340778
040.1035.1035.3.dta 3362758 3362758 0 0 6340778 6340778
040.1036.1036.2.dta 3285146 3285146 0 0 2595260 2595260
040.1036.1036.3.dta 3285146 3285146 0 0 2595260 2595260
040.1038.1038.2.dta 3088202 3088202 0 0 7035955 7035955
040.1038.1038.3.dta 3088202 3088202 0 0 7035955 7035955
040.1039.1039.2.dta 2465963 2465963 0 0 6403349 6403349
040.1039.1039.3.dta 2465963 2465963 0 0 6403349 6403349
040.1040.1040.2.dta 2430871 2430871 0 0 2069980 2069980
040.1040.1040.3.dta 2430871 2430871 0 0 2069980 2069980
040.1042.1042.2.dta 2181405 2181405 0 0 6389961 6389961
040.1042.1042.3.dta 2181405 2181405 0 0 6389961 6389961
040.1043.1043.2.dta 2025930 2025930 0 0 1084816 1084816
040.1043.1043.3.dta 2025930 2025930 0 0 1084816 1084816
040.1044.1044.1.dta 1809759 1809759 0 0 3299470 3299470
040.1046.1046.2.dta 5870573 5870573 0 0 5281951 5281951
040.1046.1046.3.dta 5870573 5870573 0 0 5281951 5281951
040.1047.1047.2.dta 3514946 3514946 0 0 2195425 2195425
040.1047.1047.3.dta 3514946 3514946 0 0 2195425 2195425
040.1048.1048.2.dta 3207012 3207012 0 0 1833443 1833443
040.1048.1048.3.dta 3207012 3207012 0 0 1833443 1833443
040.1050.1050.2.dta 2823173 2823173 0 0 4323727 4323727
040.1050.1050.3.dta 2823173 2823173 0 0 4323727 4323727
040.1051.1051.1.dta 2562649 2562649 0 0 307150 307150
040.1052.1052.2.dta 2366492 2366492 0 0 1799659 1799659
040.1052.1052.3.dta 2366492 2366492 0 0 1799659 1799659
040.1054.1054.2.dta 7388053 7388053 0 0 21138152 21138152
040.1054.1054.3.dta 7388053 7388053 0 0 21138152 21138152
040.1055.1055.2.dta 2304531 2304531 0 0 820168 820168
040.1055.1055.3.dta 2304531 2304531 0 0 820168 820168
040.1056.1056.2.dta 2200285 2200285 0 0 1758872 1758872
040.1056.1056.3.dta 2200285 2200285 0 0 1758872 1758872
040.1058.1058.1.dta 1542013 1542013 0 0 3044500 3044500
040.1059.1059.2.dta 1504164 1504164 0 0 2030942 2030942
040.1059.1059.3.dta 1504164 1504164 0 0 2030942 2030942
040.1060.1060.2.dta 1502736 1502736 0 0 1373081 1373081
040.1060.1060.3.dta 1502736 1502736 0 0 1373081 1373081
040.1062.1062.2.dta 2556343 2556343 0 0 1522379 1522379
040.1062.1062.3.dta 2556343 2556343 0 0 1522379 1522379
040.1063.1063.2.dta 1933481 1933481 0 0 9042458 9042458
040.1063.1063.3.dta 1933481 1933481 0 0 9042458 9042458
040.1064.1064.2.dta 1907849 1907849 0 0 1411562 1411562
040.1064.1064.3.dta 1907849 1907849 0 0 1411562 1411562
040.1066.1066.2.dta 1641262 1641262 0 0 900137 900137
040.1066.1066.3.dta 1641262 1641262 0 0 900137 900137
040.1067.1067.2.dta 1433216 1433216 0 0 5463824 5463824
040.1067.1067.3.dta 1433216 1433216 0 0 5463824 5463824
040.1068.1068.1.dta 1426801 1426801 0 0 2593482 2593482
040.1070.1070.2.dta 2094280 2094280 0 0 551155 551155
040.1070.1070.3.dta 2094280 2094280 0 0 551155 551155
040.1071.1071.2.dta 2018174 2018174 0 0 540581 540581
040.1071.1071.3.dta 2018174 2018174 0 0 540581 540581
040.1072.1072.2.dta 2011911 2011911 0 0 2361783 2361783
040.1072.1072.3.dta 2011911 2011911 0 0 2361783 2361783
040.1074.1074.2.dta 3489134 3489134 0 0 5388635 5388635
040.1074.1074.3.dta 3489134 3489134 0 0 5388635 5388635
040.1075.1075.2.dta 3092626 3092626 0 0 5073914 5073914
040.1075.1075.3.dta 3092626 3092626 0 0 5073914 5073914
040.1076.1076.2.dta 3012811 3012811 0 0 2949299 2949299
040.1076.1076.3.dta 3012811 3012811 0 0 2949299 2949299
040.1078.1078.2.dta 2414671 2414671 0 0 1025200 1025200
040.1078.1078.3.dta 2414671 2414671 0 0 1025200 1025200
040.1079.1079.2.dta 2372307 2372307 0 0 8465145 8465145
040.1079.1079.3.dta 2372307 2372307 0 0 8465145 8465145
040.1080.1080.1.dta 2328051 2328051 0 0 1303307 1303307
040.1082.1082.1.dta 6027932 6027932 0 0 1456337 1456337
040.1083.1083.2.dta 3569419 3569419 0 0 1408075 1408075
040.1083.1083.3.dta 3569419 3569419 0 0 1408075 1408075
040.1084.1084.2.dta 3556270 3556270 0 0 4381576 4381576
040.1084.1084.3.dta 3556270 3556270 0 0 4381576 4381576
040.1086.1086.2.dta 2563795 2563795 0 0 279217 279217
040.1086.1086.3.dta 2563795 2563795 0 0 279217 279217
040.1087.1087.2.dta 2471228 2471228 0 0 708431 708431
040.1087.1087.3.dta 2471228 2471228 0 0 708431 708431
040.1088.1088.2.dta 2429788 2429788 0 0 217140 217140
040.1088.1088.3.dta 2429788 2429788 0 0 217140 217140
040.1090.1090.2.dta 1727742 1727742 0 0 1204972 1204972
040.1090.1090.3.dta 1727742 1727742 0 0 1204972 1204972
040.1091.1091.2.dta 1690514 1690514 0 0 1687959 1687959
040.1091.1091.3.dta 1690514 1690514 0 0 1687959 1687959
040.1092.1092.2.dta 1646482 1646482 0 0 1755739 1755739
040.1092.1092.3.dta 1646482 1646482 0 0 1755739 1755739
040.1094.1094.1.dta 2221662 2221662 0 0 1948146 1948146
040.1095.1095.2.dta 2004708 2004708 0 0 802935 802935
040.1095.1095.3.dta 2004708 2004708 0 0 802935 802935
040.1096.1096.2.dta 1959039 1959039 0 0 3134534 3134534
040.1096.1096.3.dta 1959039 1959039 0 0 3134534 3134534
040.1098.1098.2.dta 3078177 3078177 0 0 819507 819507
040.1098.1098.3.dta 3078177 3078177 0 0 819507 819507
040.1099.1099.1.dta 2555639 2555639 0 0 2401580 2401580
040.1100.1100.2.dta 2550329 2550329 0 0 657591 657591
040.1100.1100.3.dta 2550329 2550329 0 0 657591 657591
040.1102.1102.2.dta 3250782 3250782 0 0 1251980 1251980
040.1102.1102.3.dta 3250782 3250782 0 0 1251980 1251980
040.1103.1103.2.dta 3247545 3247545 0 0 730232 730232
040.1103.1103.3.dta 3247545 3247545 0 0 730232 730232
040.1104.1104.2.dta 3063847 3063847 0 0 6601264 6601264
040.1104.1104.3.dta 3063847 3063847 0 0 6601264 6601264
040.1106.1106.2.dta 3218710 3218710 0 0 1412875 1412875
040.1106.1106.3.dta 3218710 3218710 0 0 1412875 1412875
040.1107.1107.1.dta 2519010 2519010 0 0 2224433 2224433
040.1108.1108.2.dta 2327621 2327621 0 0 219621 219621
040.1108.1108.3.dta 2327621 2327621 0 0 219621 219621
040.1110.1110.2.dta 2766378 2766378 0 0 1422163 1422163
040.1110.1110.3.dta 2766378 2766378 0 0 1422163 1422163
040.1111.1111.2.dta 2595984 2595984 0 0 260511 260511
040.1111.1111.3.dta 2595984 2595984 0 0 260511 260511
040.1112.1112.2.dta 2451754 2451754 0 0 1884374 1884374
040.1112.1112.3.dta 2451754 2451754 0 0 1884374 1884374
040.1114.1114.2.dta 4442836 4442836 0 0 292074 292074
040.1114.1114.3.dta 4442836 4442836 0 0 292074 292074
040.1115.1115.1.dta 4187609 4187609 0 0 1358771 1358771
040.1116.1116.2.dta 4165372 4165372 0 0 5502076 5502076
040.1116.1116.3.dta 4165372 4165372 0 0 5502076 5502076
040.1118.1118.2.dta 2887745 2887745 0 0 690252 690252
040.1118.1118.3.dta 2887745 2887745 0 0 690252 690252
040.1119.1119.2.dta 2666420 2666420 0 0 10588326 10588326
040.1119.1119.3.dta 2666420 2666420 0 0 10588326 10588326
040.1120.1120.2.dta 2259695 2259695 0 0 675507 675507
040.1120.1120.3.dta 2259695 2259695 0 0 675507 675507
040.1122.1122.2.dta 5027619 5027619 0 0 6692608 6692608
040.1122.1122.3.dta 5027619 5027619 0 0 6692608 6692608
040.1123.1123.2.dta 3358045 3358045 0 0 1712940 1712940
040.1123.1123.3.dta 3358045 3358045 0 0 1712940 1712940
040.1124.1124.2.dta 3290357 3290357 0 0 2803591 2803591
040.1124.1124.3.dta 3290357 3290357 0 0 2803591 2803591
040.1126.1126.2.dta 1819010 1819010 0 0 2240196 2240196
040.1126.1126.3.dta 1819010 1819010 0 0 2240196 2240196
040.1127.1127.1.dta 1694043 1694043 0 0 1220158 1220158
040.1128.1128.2.dta 1651772 1651772 0 0 1377994 1377994
040.1128.1128.3.dta 1651772 1651772 0 0 1377994 1377994
040.1130.1130.2.dta 3750404 3750404 0 0 501712 501712
040.1130.1130.3.dta 3750404 3750404 0 0 501712 501712
040.1131.1131.1.dta 3573316 3573316 0 0 287795 287795
040.1132.1132.2.dta 3413254 3413254 0 0 365331 365331
040.1132.1132.3.dta 3413254 3413254 0 0 365331 365331
040.1134.1134.2.dta 3032300 3032300 0 0 2919621 2919621
040.1134.1134.3.dta 3032300 3032300 0 0 2919621 2919621
040.1135.1135.2.dta 2473054 2473054 0 0 1921768 1921768
040.1135.1135.3.dta 2473054 2473054 0 0 1921768 1921768
040.1136.1136.2.dta 2398039 2398039 0 0 787007 787007
040.1136.1136.3.dta 2398039 2398039 0 0 787007 787007
040.1138.1138.2.dta 2883365 2883365 0 0 1298147 1298147
040.1138.1138.3.dta 2883365 2883365 0 0 1298147 1298147
040.1139.1139.2.dta 2660280 2660280 0 0 1677754 1677754
040.1139.1139.3.dta 2660280 2660280 0 0 1677754 1677754
040.1140.1140.2.dta 2354486 2354486 0 0 2716804 2716804
040.1140.1140.3.dta 2354486 2354486 0 0 2716804 2716804
040.1142.1142.1.dta 2066183 2066183 0 0 255387 255387
040.1143.1143.2.dta 2058352 2058352 0 0 1124063 1124063
040.1143.1143.3.dta 2058352 2058352 0 0 1124063 1124063
040.1144.1144.2.dta 1970368 1970368 0 0 907047 907047
040.1144.1144.3.dta 1970368 1970368 0 0 907047 907047
040.1146.1146.1.dta 10127420 10127420 0 0 13401988 13401988
040.1147.1147.1.dta 2479936 2479936 0 0 2729656 2729656
040.1148.1148.2.dta 2428457 2428457 0 0 1009774 1009774
040.1148.1148.3.dta 2428457 2428457 0 0 1009774 1009774
040.1150.1150.1.dta 2711761 2711761 0 0 10427663 10427663
040.1151.1151.2.dta 2658509 2658509 0 0 1297595 1297595
040.1151.1151.3.dta 2658509 2658509 0 0 1297595 1297595
040.1152.1152.2.dta 2468725 2468725 0 0 233351 233351
040.1152.1152.3.dta 2468725 2468725 0 0 233351 233351
040.1154.1154.2.dta 2811857 2811857 0 0 1966177 1966177
040.1154.1154.3.dta 2811857 2811857 0 0 1966177 1966177
040.1155.1155.2.dta 2042266 2042266 0 0 1204694 1204694
040.1155.1155.3.dta 2042266 2042266 0 0 1204694 1204694
040.1156.1156.2.dta 1908942 1908942 0 0 1348519 1348519
040.1156.1156.3.dta 1908942 1908942 0 0 1348519 1348519
040.1158.1158.2.dta 2659215 2659215 0 0 332612 332612
040.1158.1158.3.dta 2659215 2659215 0 0 332612 332612
040.1159.1159.2.dta 2046463 2046463 0 0 2014574 2014574
040.1159.1159.3.dta 2046463 2046463 0 0 2014574 2014574
040.1160.1160.2.dta 1970567 1970567 0 0 1502142 1502142
040.1160.1160.3.dta 1970567 1970567 0 0 1502142 1502142
040.1162.1162.2.dta 5281337 5281337 0 0 6568772 6568772
040.1162.1162.3.dta 5281337 5281337 0 0 6568772 6568772
040.1163.1163.2.dta 3206752 3206752 0 0 264797 264797
040.1163.1163.3.dta 3206752 3206752 0 0 264797 264797
040.1164.1164.2.dta 3007152 3007152 0 0 1299253 1299253
040.1164.1164.3.dta 3007152 3007152 0 0 1299253 1299253
040.1166.1166.2.dta 13865838 13865838 0 0 13295531 13295531
040.1166.1166.3.dta 13865838 13865838 0 0 13295531 13295531
040.1167.1167.2.dta 4699729 4699729 0 0 5875069 5875069
040.1167.1167.3.dta 4699729 4699729 0 0 5875069 5875069
040.1168.1168.2.dta 3671078 3671078 0 0 1983356 1983356
040.1168.1168.3.dta 3671078 3671078 0 0 1983356 1983356
040.1170.1170.2.dta 13039092 13039092 0 0 11656121 11656121
040.1170.1170.3.dta 13039092 13039092 0 0 11656121 11656121
040.1171.1171.2.dta 3795326 3795326 0 0 5192747 5192747
040.1171.1171.3.dta 3795326 3795326 0 0 5192747 5192747
040.1172.1172.2.dta 2578088 2578088 0 0 352170 352170
040.1172.1172.3.dta 2578088 2578088 0 0 352170 352170
040.1174.1174.1.dta 5171644 5171644 0 0 3581457 3581457
040.1175.1175.1.dta 4418509 4418509 0 0 1404151 1404151
040.1176.1176.2.dta 4377511 4377511 0 0 3560433 3560433
040.1176.1176.3.dta 4377511 4377511 0 0 3560433 3560433
040.1178.1178.2.dta 2739552 2739552 0 0 1710968 1710968
040.1178.1178.3.dta 2739552 2739552 0 0 1710968 1710968
040.1179.1179.2.dta 2345306 2345306 0 0 1195740 1195740
040.1179.1179.3.dta 2345306 2345306 0 0 1195740 1195740
040.1180.1180.2.dta 2203563 2203563 0 0 998888 998888
040.1180.1180.3.dta 2203563 2203563 0 0 998888 998888
040.1182.1182.2.dta 2492294 2492294 0 0 1229730 1229730
040.1182.1182.3.dta 2492294 2492294 0 0 1229730 1229730
040.1183.1183.1.dta 2365392 2365392 0 0 3435735 3435735
040.1184.1184.2.dta 2351669 2351669 0 0 1432947 1432947
040.1184.1184.3.dta 2351669 2351669 0 0 1432947 1432947
040.1186.1186.2.dta 3682967 3682967 0 0 2155890 2155890
040.1186.1186.3.dta 3682967 3682967 0 0 2155890 2155890
040.1187.1187.2.dta 2667136 2667136 0 0 2403329 2403329
040.1187.1187.3.dta 2667136 2667136 0 0 2403329 2403329
040.1188.1188.2.dta 2558955 2558955 0 0 4793780 4793780
040.1188.1188.3.dta 2558955 2558955 0 0 4793780 4793780
040.1190.1190.2.dta 2330672 2330672 0 0 1144514 1144514
040.1190.1190.3.dta 2330672 2330672 0 0 1144514 1144514
040.1191.1191.2.dta 2226069 2226069 0 0 984963 984963
040.1191.1191.3.dta 2226069 2226069 0 0 984963 984963
040.1192.1192.2.dta 2174856 2174856 0 0 1694949 1694949
040.1192.1192.3.dta 2174856 2174856 0 0 1694949 1694949
040.1194.1194.2.dta 24332352 24332352 0 0 52868420 52868420
040.1194.1194.3.dta 24332352 24332352 0 0 52868420 52868420
040.1195.1195.1.dta 4828975 4828975 0 0 2029273 2029273
040.1196.1196.2.dta 3167918 3167918 0 0 897519 897519
040.1196.1196.3.dta 3167918 3167918 0 0 897519 897519
040.1198.1198.2.dta 2571381 2571381 0 0 194007 194007
040.1198.1198.3.dta 2571381 2571381 0 0 194007 194007
040.1199.1199.2.dta 1764346 1764346 0 0 2327755 2327755
040.1199.1199.3.dta 1764346 1764346 0 0 2327755 2327755
040.1200.1200.1.dta 1553802 1553802 0 0 2019079 2019079
040.1202.1202.2.dta 2650592 2650592 0 0 2820306 2820306
040.1202.1202.3.dta 2650592 2650592 0 0 2820306 2820306
040.1203.1203.1.dta 2513523 2513523 0 0 2110842 2110842
040.1204.1204.2.dta 2152786 2152786 0 0 304778 304778
