Datafile FullScanSumBP FullScanMaxBP ZoomScanSumBP ZoomScanMaxBP SumTIC MaxTIC
040.1614.1614.3.dta 1733429 1733429 0 0 1432282 1432282
040.1615.1615.1.dta 1630520 1630520 0 0 1685971 1685971
040.1616.1616.2.dta 1423596 1423596 0 0 987073 987073
040.1616.1616.3.dta 1423596 1423596 0 0 987073 987073
040.1618.1618.2.dta 3676327 3676327 0 0 14155262 14155262
040.1618.1618.3.dta 3676327 3676327 0 0 14155262 14155262
040.1619.1619.1.dta 3482732 3482732 0 0 3278707 3278707
040.1620.1620.2.dta 2404222 2404222 0 0 1510558 1510558
040.1620.1620.3.dta 2404222 2404222 0 0 1510558 1510558
040.1622.1622.2.dta 7229806 7229806 0 0 14031065 14031065
040.1622.1622.3.dta 7229806 7229806 0 0 14031065 14031065
040.1623.1623.1.dta 4465864 4465864 0 0 9174482 9174482
040.1624.1624.1.dta 3781175 3781175 0 0 7797735 7797735
040.1626.1626.2.dta 3264633 3264633 0 0 2038139 2038139
040.1626.1626.3.dta 3264633 3264633 0 0 2038139 2038139
040.1627.1627.2.dta 2841568 2841568 0 0 7418967 7418967
040.1627.1627.3.dta 2841568 2841568 0 0 7418967 7418967
040.1628.1628.2.dta 2713719 2713719 0 0 2251586 2251586
040.1628.1628.3.dta 2713719 2713719 0 0 2251586 2251586
040.1630.1630.1.dta 4680960 4680960 0 0 4448720 4448720
040.1631.1631.1.dta 2948150 2948150 0 0 3507672 3507672
040.1632.1632.2.dta 2764130 2764130 0 0 2333898 2333898
040.1632.1632.3.dta 2764130 2764130 0 0 2333898 2333898
040.1634.1634.1.dta 2346457 2346457 0 0 3438081 3438081
040.1635.1635.1.dta 1652973 1652973 0 0 1842766 1842766
040.1636.1636.2.dta 1596390 1596390 0 0 1943603 1943603
040.1636.1636.3.dta 1596390 1596390 0 0 1943603 1943603
040.1638.1638.1.dta 2854849 2854849 0 0 3445230 3445230
040.1639.1639.2.dta 2352172 2352172 0 0 1526191 1526191
040.1639.1639.3.dta 2352172 2352172 0 0 1526191 1526191
040.1640.1640.1.dta 2242024 2242024 0 0 1874866 1874866
040.1642.1642.1.dta 2251598 2251598 0 0 3526395 3526395
040.1643.1643.1.dta 2113495 2113495 0 0 1416572 1416572
040.1644.1644.2.dta 1911479 1911479 0 0 630300 630300
040.1644.1644.3.dta 1911479 1911479 0 0 630300 630300
040.1646.1646.2.dta 2727538 2727538 0 0 2090711 2090711
040.1646.1646.3.dta 2727538 2727538 0 0 2090711 2090711
040.1647.1647.2.dta 2470054 2470054 0 0 1760375 1760375
040.1647.1647.3.dta 2470054 2470054 0 0 1760375 1760375
040.1648.1648.1.dta 2420670 2420670 0 0 2895017 2895017
040.1650.1650.1.dta 3243174 3243174 0 0 3312232 3312232
040.1651.1651.2.dta 1862746 1862746 0 0 1992216 1992216
040.1651.1651.3.dta 1862746 1862746 0 0 1992216 1992216
040.1652.1652.2.dta 1622499 1622499 0 0 4407732 4407732
040.1652.1652.3.dta 1622499 1622499 0 0 4407732 4407732
040.1654.1654.1.dta 2054793 2054793 0 0 1901388 1901388
040.1655.1655.1.dta 1886645 1886645 0 0 286261 286261
040.1656.1656.2.dta 1820396 1820396 0 0 1867056 1867056
040.1656.1656.3.dta 1820396 1820396 0 0 1867056 1867056
040.1658.1658.1.dta 19706432 19706432 0 0 17472588 17472588
040.1659.1659.1.dta 17050032 17050032 0 0 10997726 10997726
040.1660.1660.1.dta 7411949 7411949 0 0 21373176 21373176
040.1662.1662.1.dta 15563528 15563528 0 0 32074340 32074340
040.1663.1663.1.dta 12466640 12466640 0 0 14815187 14815187
040.1664.1664.1.dta 5993041 5993041 0 0 11303638 11303638
040.1666.1666.2.dta 5348412 5348412 0 0 10909622 10909622
040.1666.1666.3.dta 5348412 5348412 0 0 10909622 10909622
040.1667.1667.1.dta 3659511 3659511 0 0 9522872 9522872
040.1668.1668.2.dta 2809347 2809347 0 0 589253 589253
040.1668.1668.3.dta 2809347 2809347 0 0 589253 589253
040.1670.1670.1.dta 3502389 3502389 0 0 1856687 1856687
040.1671.1671.1.dta 2919584 2919584 0 0 19323304 19323304
040.1672.1672.2.dta 2831673 2831673 0 0 727771 727771
040.1672.1672.3.dta 2831673 2831673 0 0 727771 727771
040.1674.1674.1.dta 9921136 9921136 0 0 17146262 17146262
040.1675.1675.2.dta 2207091 2207091 0 0 1323729 1323729
040.1675.1675.3.dta 2207091 2207091 0 0 1323729 1323729
040.1676.1676.1.dta 1635969 1635969 0 0 1712556 1712556
040.1678.1678.1.dta 14098836 14098836 0 0 19381818 19381818
040.1679.1679.2.dta 3085551 3085551 0 0 639881 639881
040.1679.1679.3.dta 3085551 3085551 0 0 639881 639881
040.1680.1680.2.dta 2254998 2254998 0 0 1283884 1283884
040.1680.1680.3.dta 2254998 2254998 0 0 1283884 1283884
040.1682.1682.1.dta 5517652 5517652 0 0 17659440 17659440
040.1683.1683.2.dta 2947243 2947243 0 0 553593 553593
040.1683.1683.3.dta 2947243 2947243 0 0 553593 553593
040.1684.1684.2.dta 2517037 2517037 0 0 1279057 1279057
040.1684.1684.3.dta 2517037 2517037 0 0 1279057 1279057
040.1686.1686.1.dta 12392440 12392440 0 0 18710404 18710404
040.1687.1687.1.dta 2705055 2705055 0 0 32233940 32233940
040.1688.1688.2.dta 1941941 1941941 0 0 2403753 2403753
040.1688.1688.3.dta 1941941 1941941 0 0 2403753 2403753
040.1690.1690.2.dta 3219888 3219888 0 0 4047170 4047170
040.1690.1690.3.dta 3219888 3219888 0 0 4047170 4047170
040.1691.1691.2.dta 2560016 2560016 0 0 913964 913964
040.1691.1691.3.dta 2560016 2560016 0 0 913964 913964
040.1692.1692.1.dta 2412597 2412597 0 0 378069 378069
040.1694.1694.2.dta 3117517 3117517 0 0 2900744 2900744
040.1694.1694.3.dta 3117517 3117517 0 0 2900744 2900744
040.1695.1695.2.dta 2901265 2901265 0 0 757257 757257
040.1695.1695.3.dta 2901265 2901265 0 0 757257 757257
040.1696.1696.2.dta 2154869 2154869 0 0 2374126 2374126
040.1696.1696.3.dta 2154869 2154869 0 0 2374126 2374126
040.1698.1698.1.dta 2465372 2465372 0 0 1991906 1991906
040.1699.1699.2.dta 2384542 2384542 0 0 1397769 1397769
040.1699.1699.3.dta 2384542 2384542 0 0 1397769 1397769
040.1700.1700.2.dta 2350981 2350981 0 0 1007718 1007718
040.1700.1700.3.dta 2350981 2350981 0 0 1007718 1007718
040.1702.1702.1.dta 2459312 2459312 0 0 729420 729420
040.1703.1703.2.dta 2398592 2398592 0 0 1872027 1872027
040.1703.1703.3.dta 2398592 2398592 0 0 1872027 1872027
040.1704.1704.2.dta 2141240 2141240 0 0 2026936 2026936
040.1704.1704.3.dta 2141240 2141240 0 0 2026936 2026936
040.1706.1706.2.dta 8468886 8468886 0 0 20444188 20444188
040.1706.1706.3.dta 8468886 8468886 0 0 20444188 20444188
040.1707.1707.1.dta 3590148 3590148 0 0 4578804 4578804
040.1708.1708.2.dta 3328423 3328423 0 0 557508 557508
040.1708.1708.3.dta 3328423 3328423 0 0 557508 557508
040.1710.1710.2.dta 7188610 7188610 0 0 18437218 18437218
040.1710.1710.3.dta 7188610 7188610 0 0 18437218 18437218
040.1711.1711.1.dta 5655222 5655222 0 0 5174627 5174627
040.1712.1712.2.dta 1730259 1730259 0 0 2619978 2619978
040.1712.1712.3.dta 1730259 1730259 0 0 2619978 2619978
040.1714.1714.2.dta 3167404 3167404 0 0 1207691 1207691
040.1714.1714.3.dta 3167404 3167404 0 0 1207691 1207691
040.1715.1715.2.dta 2829894 2829894 0 0 1449509 1449509
040.1715.1715.3.dta 2829894 2829894 0 0 1449509 1449509
040.1716.1716.2.dta 2432466 2432466 0 0 537973 537973
040.1716.1716.3.dta 2432466 2432466 0 0 537973 537973
040.1718.1718.2.dta 2365239 2365239 0 0 2250103 2250103
040.1718.1718.3.dta 2365239 2365239 0 0 2250103 2250103
040.1719.1719.2.dta 1923055 1923055 0 0 1501855 1501855
040.1719.1719.3.dta 1923055 1923055 0 0 1501855 1501855
040.1720.1720.2.dta 1682788 1682788 0 0 710853 710853
040.1720.1720.3.dta 1682788 1682788 0 0 710853 710853
040.1722.1722.1.dta 3080559 3080559 0 0 4956135 4956135
040.1723.1723.2.dta 2305941 2305941 0 0 824077 824077
040.1723.1723.3.dta 2305941 2305941 0 0 824077 824077
040.1724.1724.1.dta 2008047 2008047 0 0 746599 746599
040.1726.1726.1.dta 3559641 3559641 0 0 4582101 4582101
040.1727.1727.1.dta 2891331 2891331 0 0 1008298 1008298
040.1728.1730.1.dta 5007016 2821529 0 0 3599776 1817864
040.1731.1731.2.dta 2101674 2101674 0 0 571926 571926
040.1731.1731.3.dta 2101674 2101674 0 0 571926 571926
040.1732.1732.1.dta 1959074 1959074 0 0 1187490 1187490
040.1734.1734.1.dta 2203715 2203715 0 0 502900 502900
040.1735.1735.2.dta 1989539 1989539 0 0 1867803 1867803
040.1735.1735.3.dta 1989539 1989539 0 0 1867803 1867803
040.1736.1736.2.dta 1783958 1783958 0 0 1384262 1384262
040.1736.1736.3.dta 1783958 1783958 0 0 1384262 1384262
040.1738.1738.2.dta 2276910 2276910 0 0 584913 584913
040.1738.1738.3.dta 2276910 2276910 0 0 584913 584913
040.1739.1739.2.dta 2258482 2258482 0 0 1570093 1570093
040.1739.1739.3.dta 2258482 2258482 0 0 1570093 1570093
040.1740.1740.2.dta 2251942 2251942 0 0 469023 469023
040.1740.1740.3.dta 2251942 2251942 0 0 469023 469023
040.1742.1742.1.dta 2201543 2201543 0 0 351474 351474
040.1743.1743.2.dta 2190846 2190846 0 0 475892 475892
040.1743.1743.3.dta 2190846 2190846 0 0 475892 475892
040.1744.1744.1.dta 1916607 1916607 0 0 2090498 2090498
040.1746.1746.2.dta 2995741 2995741 0 0 501239 501239
040.1746.1746.3.dta 2995741 2995741 0 0 501239 501239
040.1747.1747.1.dta 2182614 2182614 0 0 2010665 2010665
040.1748.1748.2.dta 2172085 2172085 0 0 1945178 1945178
040.1748.1748.3.dta 2172085 2172085 0 0 1945178 1945178
040.1750.1750.1.dta 1803201 1803201 0 0 444504 444504
040.1751.1751.2.dta 1781360 1781360 0 0 246595 246595
040.1751.1751.3.dta 1781360 1781360 0 0 246595 246595
040.1752.1752.2.dta 1697505 1697505 0 0 797741 797741
040.1752.1752.3.dta 1697505 1697505 0 0 797741 797741
040.1754.1754.2.dta 1595265 1595265 0 0 2042636 2042636
040.1754.1754.3.dta 1595265 1595265 0 0 2042636 2042636
040.1755.1755.1.dta 1571205 1571205 0 0 1812696 1812696
040.1756.1756.1.dta 1552165 1552165 0 0 3000710 3000710
040.1758.1758.2.dta 1968981 1968981 0 0 912311 912311
040.1758.1758.3.dta 1968981 1968981 0 0 912311 912311
040.1759.1759.1.dta 1726936 1726936 0 0 549092 549092
040.1760.1760.2.dta 1680018 1680018 0 0 1117771 1117771
040.1760.1760.3.dta 1680018 1680018 0 0 1117771 1117771
040.1762.1762.2.dta 2232041 2232041 0 0 421603 421603
040.1762.1762.3.dta 2232041 2232041 0 0 421603 421603
040.1763.1763.2.dta 2169911 2169911 0 0 574377 574377
040.1763.1763.3.dta 2169911 2169911 0 0 574377 574377
040.1764.1764.2.dta 2148266 2148266 0 0 890656 890656
040.1764.1764.3.dta 2148266 2148266 0 0 890656 890656
040.1766.1766.1.dta 3244643 3244643 0 0 3697632 3697632
040.1767.1767.2.dta 2377500 2377500 0 0 1501228 1501228
040.1767.1767.3.dta 2377500 2377500 0 0 1501228 1501228
040.1768.1768.2.dta 2060318 2060318 0 0 1819907 1819907
040.1768.1768.3.dta 2060318 2060318 0 0 1819907 1819907
040.1770.1770.1.dta 3673945 3673945 0 0 2250535 2250535
040.1771.1771.1.dta 3177182 3177182 0 0 12662687 12662687
040.1772.1772.2.dta 2808502 2808502 0 0 1221551 1221551
040.1772.1772.3.dta 2808502 2808502 0 0 1221551 1221551
040.1774.1774.1.dta 6744690 6744690 0 0 13197697 13197697
040.1775.1775.2.dta 2898214 2898214 0 0 1447561 1447561
040.1775.1775.3.dta 2898214 2898214 0 0 1447561 1447561
040.1776.1776.2.dta 2442885 2442885 0 0 1168301 1168301
040.1776.1776.3.dta 2442885 2442885 0 0 1168301 1168301
040.1778.1778.1.dta 6976489 6976489 0 0 5091423 5091423
040.1779.1779.1.dta 5373836 5373836 0 0 4061167 4061167
040.1780.1780.2.dta 4928764 4928764 0 0 3408431 3408431
040.1780.1780.3.dta 4928764 4928764 0 0 3408431 3408431
040.1782.1782.1.dta 3594443 3594443 0 0 1565049 1565049
040.1783.1783.1.dta 3324131 3324131 0 0 3732179 3732179
040.1784.1784.1.dta 3318117 3318117 0 0 3526571 3526571
040.1786.1786.2.dta 2583247 2583247 0 0 1658454 1658454
040.1786.1786.3.dta 2583247 2583247 0 0 1658454 1658454
040.1787.1787.2.dta 2450574 2450574 0 0 3864356 3864356
040.1787.1787.3.dta 2450574 2450574 0 0 3864356 3864356
040.1788.1788.2.dta 2364625 2364625 0 0 1304853 1304853
040.1788.1788.3.dta 2364625 2364625 0 0 1304853 1304853
040.1790.1790.1.dta 11525462 11525462 0 0 9504213 9504213
040.1791.1791.2.dta 4103059 4103059 0 0 7495358 7495358
040.1791.1791.3.dta 4103059 4103059 0 0 7495358 7495358
040.1792.1792.1.dta 3054393 3054393 0 0 1160345 1160345
040.1794.1794.1.dta 7987635 7987635 0 0 7665946 7665946
040.1795.1795.1.dta 5481534 5481534 0 0 651908 651908
040.1796.1796.1.dta 4304963 4304963 0 0 2165327 2165327
040.1798.1798.1.dta 4167771 4167771 0 0 1067579 1067579
040.1799.1799.2.dta 3195071 3195071 0 0 1187282 1187282
040.1799.1799.3.dta 3195071 3195071 0 0 1187282 1187282
040.1800.1800.1.dta 2994894 2994894 0 0 2563025 2563025
040.1802.1802.1.dta 13393872 13393872 0 0 26111392 26111392
040.1803.1803.2.dta 1680549 1680549 0 0 3361892 3361892
040.1803.1803.3.dta 1680549 1680549 0 0 3361892 3361892
040.1804.1804.1.dta 1674111 1674111 0 0 2556691 2556691
040.1806.1806.1.dta 11383462 11383462 0 0 22676244 22676244
040.1807.1807.2.dta 1912931 1912931 0 0 1007558 1007558
040.1807.1807.3.dta 1912931 1912931 0 0 1007558 1007558
040.1808.1808.1.dta 1860965 1860965 0 0 4434725 4434725
040.1810.1810.1.dta 2364804 2364804 0 0 1999788 1999788
040.1811.1811.2.dta 2190228 2190228 0 0 502818 502818
040.1811.1811.3.dta 2190228 2190228 0 0 502818 502818
040.1812.1812.1.dta 2175042 2175042 0 0 513643 513643
040.1814.1814.2.dta 2032790 2032790 0 0 3755469 3755469
040.1814.1814.3.dta 2032790 2032790 0 0 3755469 3755469
040.1815.1815.2.dta 2003359 2003359 0 0 3210643 3210643
040.1815.1815.3.dta 2003359 2003359 0 0 3210643 3210643
040.1816.1816.2.dta 1908083 1908083 0 0 621242 621242
040.1816.1816.3.dta 1908083 1908083 0 0 621242 621242
040.1818.1818.1.dta 2875585 2875585 0 0 3493136 3493136
040.1819.1819.1.dta 2549048 2549048 0 0 622395 622395
040.1820.1820.2.dta 2354118 2354118 0 0 4013575 4013575
040.1820.1820.3.dta 2354118 2354118 0 0 4013575 4013575
040.1822.1822.1.dta 3982728 3982728 0 0 3673784 3673784
040.1823.1823.1.dta 3687633 3687633 0 0 2861862 2861862
040.1824.1824.1.dta 2053506 2053506 0 0 587278 587278
040.1826.1826.2.dta 3544611 3544611 0 0 2514604 2514604
040.1826.1826.3.dta 3544611 3544611 0 0 2514604 2514604
040.1827.1827.2.dta 2465295 2465295 0 0 1408469 1408469
040.1827.1827.3.dta 2465295 2465295 0 0 1408469 1408469
040.1828.1828.2.dta 2247178 2247178 0 0 1806512 1806512
040.1828.1828.3.dta 2247178 2247178 0 0 1806512 1806512
040.1830.1830.2.dta 2404425 2404425 0 0 1974610 1974610
040.1830.1830.3.dta 2404425 2404425 0 0 1974610 1974610
040.1831.1831.2.dta 1657908 1657908 0 0 1038092 1038092
040.1831.1831.3.dta 1657908 1657908 0 0 1038092 1038092
040.1832.1832.2.dta 1621150 1621150 0 0 1550113 1550113
040.1832.1832.3.dta 1621150 1621150 0 0 1550113 1550113
040.1834.1834.1.dta 2152035 2152035 0 0 245233 245233
040.1835.1835.2.dta 2113799 2113799 0 0 233557 233557
040.1835.1835.3.dta 2113799 2113799 0 0 233557 233557
040.1836.1836.1.dta 2093281 2093281 0 0 699921 699921
040.1838.1838.1.dta 2758042 2758042 0 0 4959796 4959796
040.1839.1839.2.dta 2614413 2614413 0 0 3542780 3542780
040.1839.1839.3.dta 2614413 2614413 0 0 3542780 3542780
040.1840.1840.1.dta 1927941 1927941 0 0 1929074 1929074
040.1842.1842.1.dta 2519650 2519650 0 0 4786665 4786665
040.1843.1843.2.dta 1789456 1789456 0 0 421245 421245
040.1843.1843.3.dta 1789456 1789456 0 0 421245 421245
040.1844.1844.2.dta 1597121 1597121 0 0 534353 534353
040.1844.1844.3.dta 1597121 1597121 0 0 534353 534353
040.1846.1846.2.dta 3016213 3016213 0 0 571536 571536
040.1846.1846.3.dta 3016213 3016213 0 0 571536 571536
040.1847.1847.2.dta 2280988 2280988 0 0 4685701 4685701
040.1847.1847.3.dta 2280988 2280988 0 0 4685701 4685701
040.1848.1848.1.dta 2007497 2007497 0 0 2562945 2562945
040.1850.1850.1.dta 2907834 2907834 0 0 4944819 4944819
040.1851.1851.2.dta 2109650 2109650 0 0 1734187 1734187
040.1851.1851.3.dta 2109650 2109650 0 0 1734187 1734187
040.1852.1852.2.dta 2016510 2016510 0 0 206073 206073
040.1852.1852.3.dta 2016510 2016510 0 0 206073 206073
040.1854.1854.1.dta 3657697 3657697 0 0 5050146 5050146
040.1855.1855.2.dta 2463371 2463371 0 0 1260194 1260194
040.1855.1855.3.dta 2463371 2463371 0 0 1260194 1260194
040.1856.1856.1.dta 1969518 1969518 0 0 3542956 3542956
040.1858.1858.1.dta 2288260 2288260 0 0 324021 324021
040.1859.1859.2.dta 1919501 1919501 0 0 991280 991280
040.1859.1859.3.dta 1919501 1919501 0 0 991280 991280
040.1860.1860.2.dta 1769560 1769560 0 0 914527 914527
040.1860.1860.3.dta 1769560 1769560 0 0 914527 914527
040.1862.1862.1.dta 2193571 2193571 0 0 451476 451476
040.1863.1863.2.dta 1826779 1826779 0 0 889196 889196
040.1863.1863.3.dta 1826779 1826779 0 0 889196 889196
040.1864.1864.1.dta 1551561 1551561 0 0 4016763 4016763
040.1866.1866.1.dta 1735798 1735798 0 0 2710556 2710556
040.1867.1867.2.dta 1726800 1726800 0 0 1267118 1267118
040.1867.1867.3.dta 1726800 1726800 0 0 1267118 1267118
040.1868.1868.1.dta 1562077 1562077 0 0 2555762 2555762
040.1870.1870.1.dta 2315322 2315322 0 0 435172 435172
040.1871.1871.1.dta 2227295 2227295 0 0 420386 420386
040.1872.1872.2.dta 1832976 1832976 0 0 1183503 1183503
040.1872.1872.3.dta 1832976 1832976 0 0 1183503 1183503
040.1874.1874.1.dta 2573679 2573679 0 0 1650689 1650689
040.1875.1875.1.dta 2156967 2156967 0 0 394857 394857
040.1876.1876.1.dta 1857348 1857348 0 0 4666633 4666633
040.1878.1878.2.dta 2386601 2386601 0 0 1672438 1672438
040.1878.1878.3.dta 2386601 2386601 0 0 1672438 1672438
040.1879.1879.1.dta 1935401 1935401 0 0 2343768 2343768
040.1880.1880.2.dta 1928707 1928707 0 0 1307299 1307299
040.1880.1880.3.dta 1928707 1928707 0 0 1307299 1307299
040.1882.1882.2.dta 1949483 1949483 0 0 461775 461775
040.1882.1882.3.dta 1949483 1949483 0 0 461775 461775
040.1883.1883.2.dta 1653383 1653383 0 0 216698 216698
040.1883.1883.3.dta 1653383 1653383 0 0 216698 216698
040.1884.1884.2.dta 1588878 1588878 0 0 1268750 1268750
040.1884.1884.3.dta 1588878 1588878 0 0 1268750 1268750
040.1886.1886.1.dta 2363572 2363572 0 0 2736194 2736194
040.1887.1887.2.dta 1684455 1684455 0 0 450961 450961
040.1887.1887.3.dta 1684455 1684455 0 0 450961 450961
040.1888.1888.2.dta 1506600 1506600 0 0 1905576 1905576
040.1888.1888.3.dta 1506600 1506600 0 0 1905576 1905576
040.1890.1890.2.dta 2618955 2618955 0 0 487639 487639
040.1890.1890.3.dta 2618955 2618955 0 0 487639 487639
040.1891.1891.1.dta 2546681 2546681 0 0 2768509 2768509
040.1892.1892.1.dta 2065571 2065571 0 0 1403347 1403347
040.1894.1894.1.dta 6020064 6020064 0 0 3892313 3892313
040.1895.1895.2.dta 2504289 2504289 0 0 1912559 1912559
040.1895.1895.3.dta 2504289 2504289 0 0 1912559 1912559
040.1896.1896.2.dta 2045842 2045842 0 0 1322449 1322449
040.1896.1896.3.dta 2045842 2045842 0 0 1322449 1322449
040.1898.1898.1.dta 1922479 1922479 0 0 1888526 1888526
040.1899.1899.2.dta 1342539 1342539 0 0 1309121 1309121
040.1899.1899.3.dta 1342539 1342539 0 0 1309121 1309121
040.1900.1900.1.dta 1259144 1259144 0 0 1372693 1372693
040.1902.1902.2.dta 3724892 3724892 0 0 1394444 1394444
040.1902.1902.3.dta 3724892 3724892 0 0 1394444 1394444
040.1903.1903.2.dta 2401816 2401816 0 0 1836625 1836625
040.1903.1903.3.dta 2401816 2401816 0 0 1836625 1836625
040.1904.1904.2.dta 1867544 1867544 0 0 763406 763406
040.1904.1904.3.dta 1867544 1867544 0 0 763406 763406
040.1906.1906.1.dta 3326998 3326998 0 0 4171308 4171308
040.1907.1907.2.dta 3317201 3317201 0 0 632521 632521
040.1907.1907.3.dta 3317201 3317201 0 0 632521 632521
040.1908.1908.2.dta 2737774 2737774 0 0 1717822 1717822
040.1908.1908.3.dta 2737774 2737774 0 0 1717822 1717822
040.1910.1910.1.dta 3575781 3575781 0 0 3948443 3948443
040.1911.1911.2.dta 2849564 2849564 0 0 392690 392690
040.1911.1911.3.dta 2849564 2849564 0 0 392690 392690
040.1912.1912.1.dta 2799521 2799521 0 0 530327 530327
040.1914.1914.1.dta 2355915 2355915 0 0 445916 445916
040.1915.1915.1.dta 2160468 2160468 0 0 477873 477873
040.1916.1916.2.dta 2064161 2064161 0 0 1215163 1215163
040.1916.1916.3.dta 2064161 2064161 0 0 1215163 1215163
040.1918.1918.1.dta 3586805 3586805 0 0 6482299 6482299
040.1919.1919.1.dta 2894119 2894119 0 0 2017212 2017212
040.1920.1920.2.dta 2366182 2366182 0 0 462400 462400
040.1920.1920.3.dta 2366182 2366182 0 0 462400 462400
040.1922.1922.1.dta 7951751 7951751 0 0 8858039 8858039
040.1923.1923.1.dta 2247156 2247156 0 0 138307 138307
040.1924.1924.1.dta 1990202 1990202 0 0 1874965 1874965
040.1926.1926.2.dta 2467231 2467231 0 0 450360 450360
040.1926.1926.3.dta 2467231 2467231 0 0 450360 450360
040.1927.1927.1.dta 1994700 1994700 0 0 3168517 3168517
040.1928.1928.2.dta 1948927 1948927 0 0 1217671 1217671
040.1928.1928.3.dta 1948927 1948927 0 0 1217671 1217671
040.1930.1930.1.dta 19355336 19355336 0 0 22214704 22214704
040.1931.1931.2.dta 2002961 2002961 0 0 1893291 1893291
040.1931.1931.3.dta 2002961 2002961 0 0 1893291 1893291
040.1932.1932.2.dta 1880302 1880302 0 0 2217506 2217506
040.1932.1932.3.dta 1880302 1880302 0 0 2217506 2217506
040.1934.1934.1.dta 18659840 18659840 0 0 27095342 27095342
040.1935.1935.2.dta 1306701 1306701 0 0 555727 555727
040.1935.1935.3.dta 1306701 1306701 0 0 555727 555727
040.1936.1936.2.dta 1281764 1281764 0 0 2707783 2707783
040.1936.1936.3.dta 1281764 1281764 0 0 2707783 2707783
040.1938.1938.1.dta 2474071 2474071 0 0 24185204 24185204
040.1939.1939.1.dta 2325048 2325048 0 0 294727 294727
040.1940.1940.2.dta 2102180 2102180 0 0 1550485 1550485
040.1940.1940.3.dta 2102180 2102180 0 0 1550485 1550485
040.1942.1942.1.dta 2431360 2431360 0 0 2605009 2605009
040.1943.1943.1.dta 2327314 2327314 0 0 21188854 21188854
040.1944.1944.2.dta 1994338 1994338 0 0 1759620 1759620
040.1944.1944.3.dta 1994338 1994338 0 0 1759620 1759620
040.1946.1946.2.dta 3389619 3389619 0 0 2363768 2363768
040.1946.1946.3.dta 3389619 3389619 0 0 2363768 2363768
040.1947.1947.2.dta 2531510 2531510 0 0 201424 201424
040.1947.1947.3.dta 2531510 2531510 0 0 201424 201424
040.1948.1948.2.dta 2256090 2256090 0 0 867549 867549
040.1948.1948.3.dta 2256090 2256090 0 0 867549 867549
040.1950.1950.2.dta 2985775 2985775 0 0 883130 883130
040.1950.1950.3.dta 2985775 2985775 0 0 883130 883130
040.1951.1951.1.dta 2793403 2793403 0 0 3675288 3675288
040.1952.1952.2.dta 2171201 2171201 0 0 3667294 3667294
040.1952.1952.3.dta 2171201 2171201 0 0 3667294 3667294
040.1954.1954.1.dta 2711709 2711709 0 0 3789322 3789322
040.1955.1955.2.dta 1930031 1930031 0 0 2019367 2019367
040.1955.1955.3.dta 1930031 1930031 0 0 2019367 2019367
040.1956.1956.2.dta 1589787 1589787 0 0 2424358 2424358
040.1956.1956.3.dta 1589787 1589787 0 0 2424358 2424358
040.1958.1958.2.dta 2689832 2689832 0 0 518973 518973
040.1958.1958.3.dta 2689832 2689832 0 0 518973 518973
040.1959.1959.2.dta 2208209 2208209 0 0 118761 118761
040.1959.1959.3.dta 2208209 2208209 0 0 118761 118761
040.1960.1960.2.dta 2122511 2122511 0 0 773583 773583
040.1960.1960.3.dta 2122511 2122511 0 0 773583 773583
040.1962.1962.2.dta 1643865 1643865 0 0 1682848 1682848
040.1962.1962.3.dta 1643865 1643865 0 0 1682848 1682848
040.1963.1963.1.dta 1614323 1614323 0 0 515263 515263
040.1964.1964.2.dta 1515775 1515775 0 0 1383137 1383137
040.1964.1964.3.dta 1515775 1515775 0 0 1383137 1383137
040.1966.1966.2.dta 3345424 3345424 0 0 3523266 3523266
040.1966.1966.3.dta 3345424 3345424 0 0 3523266 3523266
040.1967.1967.1.dta 2211549 2211549 0 0 2723370 2723370
040.1968.1968.2.dta 2163226 2163226 0 0 1309430 1309430
040.1968.1968.3.dta 2163226 2163226 0 0 1309430 1309430
040.1970.1970.1.dta 8098873 8098873 0 0 10699080 10699080
040.1971.1971.1.dta 3197152 3197152 0 0 505987 505987
040.1972.1972.1.dta 2910397 2910397 0 0 4005114 4005114
040.1974.1974.2.dta 2257328 2257328 0 0 1236738 1236738
040.1974.1974.3.dta 2257328 2257328 0 0 1236738 1236738
040.1975.1975.1.dta 1856161 1856161 0 0 3677438 3677438
040.1976.1976.2.dta 1855198 1855198 0 0 526508 526508
040.1976.1976.3.dta 1855198 1855198 0 0 526508 526508
040.1978.1978.1.dta 6093253 6093253 0 0 6321995 6321995
040.1979.1979.2.dta 3731191 3731191 0 0 2168636 2168636
040.1979.1979.3.dta 3731191 3731191 0 0 2168636 2168636
040.1980.1980.2.dta 2885041 2885041 0 0 1240409 1240409
040.1980.1980.3.dta 2885041 2885041 0 0 1240409 1240409
040.1982.1982.1.dta 4486162 4486162 0 0 5051455 5051455
040.1983.1983.2.dta 1932144 1932144 0 0 7600183 7600183
040.1983.1983.3.dta 1932144 1932144 0 0 7600183 7600183
040.1984.1984.2.dta 1840760 1840760 0 0 615705 615705
040.1984.1984.3.dta 1840760 1840760 0 0 615705 615705
040.1986.1986.2.dta 4305916 4305916 0 0 4951020 4951020
040.1986.1986.3.dta 4305916 4305916 0 0 4951020 4951020
040.1987.1987.1.dta 2980029 2980029 0 0 5721257 5721257
040.1988.1988.2.dta 2859474 2859474 0 0 1585469 1585469
040.1988.1988.3.dta 2859474 2859474 0 0 1585469 1585469
